OmicsType1	SampleID1	OmicsType2	SampleID2	Relatedness	Match
omics4	S41	omics3	S41	1.1665741205215454	Y
omics4	S42	omics3	S42	0.9668154120445251	Y
omics4	S43	omics3	S43	0.9253631234169006	Y
omics4	S44	omics3	S44	0.9548709988594055	Y
omics4	S45	omics3	S45	0.9632565975189209	Y
omics4	S46	omics3	S46	1.1251832246780396	Y
omics4	S47	omics3	S47	1.1311757564544678	Y
omics4	S48	omics3	S48	1.0669208765029907	Y
omics4	S49	omics3	S49	1.1421619653701782	Y
omics4	S50	omics3	S50	0.9660921692848206	Y
omics4	S51	omics3	S51	1.0670214891433716	Y
omics4	S52	omics3	S52	0.7898985743522644	Y
omics4	S53	omics3	S53	0.9739626049995422	Y
omics4	S54	omics3	S54	0.9774793386459351	Y
omics4	S55	omics3	S55	0.8979165554046631	Y
omics4	S56	omics3	S56	1.1492879390716553	Y
omics4	S57	omics3	S57	0.8742883205413818	Y
omics4	S58	omics3	S58	0.9177338480949402	Y
omics4	S59	omics3	S59	0.8945307731628418	Y
omics4	S60	omics3	S60	0.8672016859054565	Y
omics4	S61	omics3	S61	0.9529950022697449	Y
omics4	S62	omics3	S62	1.1018024682998657	Y
omics4	S63	omics3	S63	1.0558700561523438	Y
omics4	S64	omics3	S64	1.2325825691223145	Y
omics4	S65	omics3	S65	0.9294944405555725	Y
omics4	S66	omics3	S66	0.8654319047927856	Y
omics4	S67	omics3	S67	1.0268279314041138	Y
omics4	S68	omics3	S68	0.8453603982925415	Y
omics4	S69	omics3	S69	0.9918044805526733	Y
omics4	S70	omics3	S70	1.036081075668335	Y
omics4	S71	omics3	S71	1.0833396911621094	Y
omics4	S72	omics3	S72	0.8800620436668396	Y
omics4	S73	omics3	S73	0.9281953573226929	Y
omics4	S74	omics3	S74	0.9539090991020203	Y
omics4	S75	omics3	S75	1.0169585943222046	Y
omics4	S76	omics3	S76	0.9610004425048828	Y
omics4	S77	omics3	S77	1.0510387420654297	Y
omics4	S78	omics3	S78	0.9575290679931641	Y
omics4	S79	omics3	S79	1.1945297718048096	Y
omics4	S80	omics3	S80	1.0297341346740723	Y
omics4	S81	omics3	S81	1.1705317497253418	Y
omics4	S82	omics3	S82	1.0611186027526855	Y
omics4	S83	omics3	S83	1.2351915836334229	Y
omics4	S84	omics3	S84	0.9768471717834473	Y
omics4	S85	omics3	S85	0.8559889793395996	Y
omics4	S86	omics3	S86	0.976224422454834	Y
omics4	S87	omics3	S87	0.9206779599189758	Y
omics4	S88	omics3	S88	1.0581735372543335	Y
omics4	S89	omics3	S89	1.114855170249939	Y
omics4	S90	omics3	S90	1.0873863697052002	Y
omics4	S91	omics3	S91	1.0108482837677002	Y
omics4	S92	omics3	S92	1.1040865182876587	Y
omics4	S93	omics3	S93	0.9166602492332458	Y
omics4	S94	omics3	S94	1.1835864782333374	Y
omics4	S95	omics3	S95	0.8054772019386292	Y
omics4	S96	omics3	S96	0.9273443818092346	Y
omics4	S97	omics3	S97	1.0120136737823486	Y
omics4	S98	omics3	S98	0.9451664090156555	Y
omics4	S99	omics3	S99	1.0558245182037354	Y
omics4	S100	omics3	S100	1.0380990505218506	Y
